pubchem_cid,pubchem_inchi,pubchem_smiles,name,origin,pIC50
52941025.0,"InChI=1S/C27H24FN3O4/c1-17-7-9-19(28)16-23(17)35-26-24(25(32)30-13-11-29-12-14-30)21-10-8-18(27(33)34)15-22(21)31(26)20-5-3-2-4-6-20/h2-10,15-16,29H,11-14H2,1H3,(H,33,34)",CC1=C(C=C(C=C1)F)OC2=C(C3=C(N2C4=CC=CC=C4)C=C(C=C3)C(=O)O)C(=O)N5CCNCC5,b1i5e,BMCL2010,6.9136
44158906.0,"InChI=1S/C25H23FN4O2/c1-17-7-8-18(26)15-22(17)32-25-23(24(31)29-13-11-27-12-14-29)20-16-28-10-9-21(20)30(25)19-5-3-2-4-6-19/h2-10,15-16,27H,11-14H2,1H3",CC1=C(C=C(C=C1)F)OC2=C(C3=C(N2C4=CC=CC=C4)C=CN=C3)C(=O)N5CCNCC5,b3a5b,BMCL2011B,6.9101
52944034.0,"InChI=1S/C28H26FN3O5/c1-18-7-8-19(29)15-24(18)37-28-26(27(35)31-13-11-30-12-14-31)22-10-9-21(36-17-25(33)34)16-23(22)32(28)20-5-3-2-4-6-20/h2-10,15-16,30H,11-14,17H2,1H3,(H,33,34)",CC1=C(C=C(C=C1)F)OC2=C(C3=C(N2C4=CC=CC=C4)C=C(C=C3)OCC(=O)O)C(=O)N5CCNCC5,b1i5g,BMCL2010,6.8861
76390519.0,"InChI=1S/C27H28N4O3/c1-18-8-6-9-19(2)25(18)34-27-23(26(33)30-15-14-28-20(16-30)17-32)24-22(12-7-13-29-24)31(27)21-10-4-3-5-11-21/h3-13,20,28,32H,14-17H2,1-2H3",CC1=C(C(=CC=C1)C)OC2=C(C3=C(N2C4=CC=CC=C4)C=CC=N3)C(=O)N5CCNC(C5)CO,b2a4e,BMCL2011A,6.8447
56665264.0,"InChI=1S/C27H33FN4O2/c1-18-19(7-6-10-22(18)28)15-24-26(27(33)31-13-11-29-12-14-31)21-17-30-25(34-2)16-23(21)32(24)20-8-4-3-5-9-20/h6-7,10,16-17,20,29H,3-5,8-9,11-15H2,1-2H3",CC1=C(C=CC=C1F)CC2=C(C3=CN=C(C=C3N2C4CCCCC4)OC)C(=O)N5CCNCC5,b3a6a,BMCL2011B,6.8239
76392730.0,"InChI=1S/C33H32N4O2/c1-23-11-9-12-24(2)31(23)39-33-29(30-28(17-10-18-35-30)37(33)26-15-7-4-8-16-26)32(38)36-20-19-34-22-27(36)21-25-13-5-3-6-14-25/h3-18,27,34H,19-22H2,1-2H3",CC1=C(C(=CC=C1)C)OC2=C(C3=C(N2C4=CC=CC=C4)C=CC=N3)C(=O)N5CCNCC5CC6=CC=CC=C6,b2a4n,BMCL2011A,6.8182
56661823.0,"InChI=1S/C25H23FN4O2/c1-17-20(26)10-5-11-21(17)32-25-22(24(31)29-15-13-27-14-16-29)19-9-6-12-28-23(19)30(25)18-7-3-2-4-8-18/h2-12,27H,13-16H2,1H3",CC1=C(C=CC=C1F)OC2=C(C3=C(N2C4=CC=CC=C4)N=CC=C3)C(=O)N5CCNCC5,b3a3f,BMCL2011B,6.7696
52946943.0,"InChI=1S/C29H31N3O4/c1-34-20-9-21-35-26-15-8-7-14-25(26)32-24-13-6-5-12-23(24)27(28(33)31-18-16-30-17-19-31)29(32)36-22-10-3-2-4-11-22/h2-8,10-15,30H,9,16-21H2,1H3",COCCCOC1=CC=CC=C1N2C3=CC=CC=C3C(=C2OC4=CC=CC=C4)C(=O)N5CCNCC5,b1i4c,BMCL2010,6.7570
56665263.0,"InChI=1S/C25H23FN4O2/c1-17-20(26)8-5-9-22(17)32-25-23(24(31)29-14-12-27-13-15-29)19-16-28-11-10-21(19)30(25)18-6-3-2-4-7-18/h2-11,16,27H,12-15H2,1H3",CC1=C(C=CC=C1F)OC2=C(C3=C(N2C4=CC=CC=C4)C=CN=C3)C(=O)N5CCNCC5,b3a5c,BMCL2011B,6.7423
56682223.0,"InChI=1S/C29H32N4O2/c1-4-9-22-14-15-31-27-24(22)25(28(34)32-18-16-30-17-19-32)29(33(27)23-12-6-5-7-13-23)35-26-20(2)10-8-11-21(26)3/h5-8,10-15,30H,4,9,16-19H2,1-3H3",CCCC1=C2C(=C(N(C2=NC=C1)C3=CC=CC=C3)OC4=C(C=CC=C4C)C)C(=O)N5CCNCC5,b3a4i,BMCL2011B,6.7305
56678780.0,"InChI=1S/C24H20F2N4O2/c25-16-8-9-18(26)20(15-16)32-24-21(23(31)29-13-11-27-12-14-29)22-19(7-4-10-28-22)30(24)17-5-2-1-3-6-17/h1-10,15,27H,11-14H2",C1CN(CCN1)C(=O)C2=C(N(C3=C2N=CC=C3)C4=CC=CC=C4)OC5=C(C=CC(=C5)F)F,b2a3e,BMCL2011A,6.6946
56672195.0,"InChI=1S/C29H31FN4O/c1-3-8-21-13-14-32-28-26(21)27(29(35)33-17-15-31-16-18-33)25(34(28)23-10-5-4-6-11-23)19-22-9-7-12-24(30)20(22)2/h4-7,9-14,31H,3,8,15-19H2,1-2H3",CCCC1=C2C(=C(N(C2=NC=C1)C3=CC=CC=C3)CC4=C(C(=CC=C4)F)C)C(=O)N5CCNCC5,b3a4j,BMCL2011B,6.6615
56658320.0,"InChI=1S/C25H23FN4O2/c1-17-7-5-11-20(26)22(17)32-25-21(24(31)29-15-13-27-14-16-29)19-10-6-12-28-23(19)30(25)18-8-3-2-4-9-18/h2-12,27H,13-16H2,1H3",CC1=C(C(=CC=C1)F)OC2=C(C3=C(N2C4=CC=CC=C4)N=CC=C3)C(=O)N5CCNCC5,b3a3d,BMCL2011B,6.6364
56661690.0,"InChI=1S/C27H27FN4O/c1-18-15-20(28)16-19(2)22(18)17-24-25(27(33)31-13-11-29-12-14-31)26-23(9-6-10-30-26)32(24)21-7-4-3-5-8-21/h3-10,15-16,29H,11-14,17H2,1-2H3",CC1=CC(=CC(=C1CC2=C(C3=C(N2C4=CC=CC=C4)C=CC=N3)C(=O)N5CCNCC5)C)F,b2a3s,BMCL2011A,6.6091
44158681.0,"InChI=1S/C25H24N4O2/c1-18-8-5-6-12-21(18)31-25-22(24(30)28-16-14-26-15-17-28)23-20(11-7-13-27-23)29(25)19-9-3-2-4-10-19/h2-13,26H,14-17H2,1H3",CC1=CC=CC=C1OC2=C(C3=C(N2C4=CC=CC=C4)C=CC=N3)C(=O)N5CCNCC5,b2a3a,BMCL2011A,6.6021
56665120.0,"InChI=1S/C30H34N4O2/c1-4-5-13-23-20-33(19-18-31-23)29(35)26-27-25(16-10-17-32-27)34(24-14-7-6-8-15-24)30(26)36-28-21(2)11-9-12-22(28)3/h6-12,14-17,23,31H,4-5,13,18-20H2,1-3H3",CCCCC1CN(CCN1)C(=O)C2=C(N(C3=C2N=CC=C3)C4=CC=CC=C4)OC5=C(C=CC=C5C)C,b2a4k,BMCL2011A,6.5452
76391252.0,"InChI=1S/C28H30N4O3/c1-19-9-7-10-20(2)26(19)35-28-24(27(33)31-16-15-29-21(17-31)18-34-3)25-23(13-8-14-30-25)32(28)22-11-5-4-6-12-22/h4-14,21,29H,15-18H2,1-3H3",CC1=C(C(=CC=C1)C)OC2=C(C3=C(N2C4=CC=CC=C4)C=CC=N3)C(=O)N5CCNC(C5)COC,b2a4g,BMCL2011A,6.5376
56672055.0,"InChI=1S/C24H20F2N4O2/c25-17-8-4-10-19(21(17)26)32-24-20(23(31)29-14-12-27-13-15-29)22-18(9-5-11-28-22)30(24)16-6-2-1-3-7-16/h1-11,27H,12-15H2",C1CN(CCN1)C(=O)C2=C(N(C3=C2N=CC=C3)C4=CC=CC=C4)OC5=C(C(=CC=C5)F)F,b2a3d,BMCL2011A,6.5086
56678526.0,"InChI=1S/C25H22ClFN4O2/c1-16-7-8-17(27)15-20(16)33-25-21(24(32)30-13-11-28-12-14-30)19-9-10-29-23(26)22(19)31(25)18-5-3-2-4-6-18/h2-10,15,28H,11-14H2,1H3",CC1=C(C=C(C=C1)F)OC2=C(C3=C(N2C4=CC=CC=C4)C(=NC=C3)Cl)C(=O)N5CCNCC5,b2a7b,BMCL2011A,6.4949
76391248.0,"InChI=1S/C28H35FN4O2/c1-18-17-32(13-12-30-18)28(34)27-22-16-31-26(35-3)15-24(22)33(21-9-5-4-6-10-21)25(27)14-20-8-7-11-23(29)19(20)2/h7-8,11,15-16,18,21,30H,4-6,9-10,12-14,17H2,1-3H3",CC1CN(CCN1)C(=O)C2=C(N(C3=CC(=NC=C32)OC)C4CCCCC4)CC5=C(C(=CC=C5)F)C,b3a7c,BMCL2011B,6.4949
56668561.0,"InChI=1S/C25H22F2N4O2/c1-16-14-18(26)19(27)15-21(16)33-25-22(24(32)30-12-10-28-11-13-30)23-20(8-5-9-29-23)31(25)17-6-3-2-4-7-17/h2-9,14-15,28H,10-13H2,1H3",CC1=CC(=C(C=C1OC2=C(C3=C(N2C4=CC=CC=C4)C=CC=N3)C(=O)N5CCNCC5)F)F,b2a3jr,BMCL2011A,6.4921
52944495.0,"InChI=1S/C27H27FN4O2/c1-18-19(6-5-8-22(18)28)16-24-26(27(33)31-14-12-29-13-15-31)21-7-3-4-9-23(21)32(24)20-10-11-25(34-2)30-17-20/h3-11,17,29H,12-16H2,1-2H3",CC1=C(C=CC=C1F)CC2=C(C3=CC=CC=C3N2C4=CN=C(C=C4)OC)C(=O)N5CCNCC5,b1i4i,BMCL2010,6.4437
76393443.0,"InChI=1S/C27H34N4O3/c1-18-8-6-9-19(2)25(18)34-27-23(26(33)30-15-14-28-20(16-30)17-32)24-22(12-7-13-29-24)31(27)21-10-4-3-5-11-21/h6-9,12-13,20-21,28,32H,3-5,10-11,14-17H2,1-2H3",CC1=C(C(=CC=C1)C)OC2=C(C3=C(N2C4CCCCC4)C=CC=N3)C(=O)N5CCNC(C5)CO,b2a4d,BMCL2011A,6.4089
56661822.0,"InChI=1S/C25H23FN4O2/c1-17-9-10-18(26)16-21(17)32-25-22(24(31)29-14-12-27-13-15-29)20-8-5-11-28-23(20)30(25)19-6-3-2-4-7-19/h2-11,16,27H,12-15H2,1H3",CC1=C(C=C(C=C1)F)OC2=C(C3=C(N2C4=CC=CC=C4)N=CC=C3)C(=O)N5CCNCC5,b3a3e,BMCL2011B,6.4023
44158435.0,"InChI=1S/C25H23N3O2/c29-24(27-17-15-26-16-18-27)23-21-13-7-8-14-22(21)28(19-9-3-1-4-10-19)25(23)30-20-11-5-2-6-12-20/h1-14,26H,15-18H2",C1CN(CCN1)C(=O)C2=C(N(C3=CC=CC=C32)C4=CC=CC=C4)OC5=CC=CC=C5,b1i2a,BMCL2010,6.3768
56671819.0,"InChI=1S/C27H27FN4O2/c1-3-22-25-21(11-12-30-22)24(26(33)31-15-13-29-14-16-31)27(32(25)20-7-5-4-6-8-20)34-23-17-19(28)10-9-18(23)2/h4-12,17,29H,3,13-16H2,1-2H3",CCC1=NC=CC2=C1N(C(=C2C(=O)N3CCNCC3)OC4=C(C=CC(=C4)F)C)C5=CC=CC=C5,b2a7c,BMCL2011A,6.3737
76389761.0,"InChI=1S/C28H30N4O2/c1-4-21-18-31(17-16-29-21)27(33)24-25-23(14-9-15-30-25)32(22-12-6-5-7-13-22)28(24)34-26-19(2)10-8-11-20(26)3/h5-15,21,29H,4,16-18H2,1-3H3",CCC1CN(CCN1)C(=O)C2=C(N(C3=C2N=CC=C3)C4=CC=CC=C4)OC5=C(C=CC=C5C)C,b2a4h,BMCL2011A,6.3420
44159019.0,"InChI=1S/C25H24N4O2/c1-18-7-5-6-10-22(18)31-25-23(24(30)28-15-13-26-14-16-28)20-11-12-27-17-21(20)29(25)19-8-3-2-4-9-19/h2-12,17,26H,13-16H2,1H3",CC1=CC=CC=C1OC2=C(C3=C(N2C4=CC=CC=C4)C=NC=C3)C(=O)N5CCNCC5,b2a6a,BMCL2011A,6.3063
56668718.0,"InChI=1S/C25H22F2N4O2/c1-16-20(27)14-17(26)15-21(16)33-25-22(24(32)30-12-10-28-11-13-30)19-8-5-9-29-23(19)31(25)18-6-3-2-4-7-18/h2-9,14-15,28H,10-13H2,1H3",CC1=C(C=C(C=C1F)F)OC2=C(C3=C(N2C4=CC=CC=C4)N=CC=C3)C(=O)N5CCNCC5,b3a3g,BMCL2011B,6.2976
56678779.0,"InChI=1S/C24H21FN4O2/c25-18-9-4-5-11-20(18)31-24-21(23(30)28-15-13-26-14-16-28)22-19(10-6-12-27-22)29(24)17-7-2-1-3-8-17/h1-12,26H,13-16H2",C1CN(CCN1)C(=O)C2=C(N(C3=C2N=CC=C3)C4=CC=CC=C4)OC5=CC=CC=C5F,b2a3c,BMCL2011A,6.2899
56657941.0,"InChI=1S/C26H25ClN4O2/c1-17-7-6-8-18(2)23(17)33-26-21(25(32)30-15-13-28-14-16-30)20-11-12-29-24(27)22(20)31(26)19-9-4-3-5-10-19/h3-12,28H,13-16H2,1-2H3",CC1=C(C(=CC=C1)C)OC2=C(C3=C(N2C4=CC=CC=C4)C(=NC=C3)Cl)C(=O)N5CCNCC5,b2a7e,BMCL2011A,6.2865
44158908.0,"InChI=1S/C26H26N4O/c1-19-7-5-6-8-20(19)17-24-25(26(31)29-15-13-27-14-16-29)22-18-28-12-11-23(22)30(24)21-9-3-2-4-10-21/h2-12,18,27H,13-17H2,1H3",CC1=CC=CC=C1CC2=C(C3=C(N2C4=CC=CC=C4)C=CN=C3)C(=O)N5CCNCC5,b3a5f,BMCL2011B,6.2840
44158795.0,"InChI=1S/C27H27FN4O2/c1-18-19(7-6-10-21(18)28)17-23-25(27(33)31-15-13-29-14-16-31)26-22(11-12-24(30-26)34-2)32(23)20-8-4-3-5-9-20/h3-12,29H,13-17H2,1-2H3",CC1=C(C=CC=C1F)CC2=C(C3=C(N2C4=CC=CC=C4)C=CC(=N3)OC)C(=O)N5CCNCC5,b2a5h,BMCL2011A,6.2291
56675581.0,"InChI=1S/C25H22F2N4O2/c1-16-20(27)13-17(26)14-22(16)33-25-23(24(32)30-11-9-28-10-12-30)19-15-29-8-7-21(19)31(25)18-5-3-2-4-6-18/h2-8,13-15,28H,9-12H2,1H3",CC1=C(C=C(C=C1F)F)OC2=C(C3=C(N2C4=CC=CC=C4)C=CN=C3)C(=O)N5CCNCC5,b3a5d,BMCL2011B,6.1871
52948313.0,"InChI=1S/C26H25N3O3/c1-31-22-13-7-8-14-23(22)32-26-24(25(30)28-17-15-27-16-18-28)20-11-5-6-12-21(20)29(26)19-9-3-2-4-10-19/h2-14,27H,15-18H2,1H3",COC1=CC=CC=C1OC2=C(C3=CC=CC=C3N2C4=CC=CC=C4)C(=O)N5CCNCC5,b1i2d,BMCL2010,6.1675
56678778.0,"InChI=1S/C26H26N4O2/c1-18-10-11-19(2)22(17-18)32-26-23(25(31)29-15-13-27-14-16-29)24-21(9-6-12-28-24)30(26)20-7-4-3-5-8-20/h3-12,17,27H,13-16H2,1-2H3",CC1=CC(=C(C=C1)C)OC2=C(C3=C(N2C4=CC=CC=C4)C=CC=N3)C(=O)N5CCNCC5,b2a3br,BMCL2011A,6.1599
76394164.0,"InChI=1S/C28H36N4O3/c1-19-9-7-10-20(2)26(19)35-28-24(27(33)31-16-15-29-21(17-31)18-34-3)25-23(13-8-14-30-25)32(28)22-11-5-4-6-12-22/h7-10,13-14,21-22,29H,4-6,11-12,15-18H2,1-3H3",CC1=C(C(=CC=C1)C)OC2=C(C3=C(N2C4CCCCC4)C=CC=N3)C(=O)N5CCNC(C5)COC,b2a4f,BMCL2011A,6.1586
52942087.0,"InChI=1S/C25H22FN3O2/c26-18-10-12-19(13-11-18)29-22-9-5-4-8-21(22)23(24(30)28-16-14-27-15-17-28)25(29)31-20-6-2-1-3-7-20/h1-13,27H,14-17H2",C1CN(CCN1)C(=O)C2=C(N(C3=CC=CC=C32)C4=CC=C(C=C4)F)OC5=CC=CC=C5,b1i4b,BMCL2010,6.1506
52940901.0,"InChI=1S/C26H30FN3O2/c1-18-19(5-4-7-22(18)27)17-24-25(26(31)29-13-11-28-12-14-29)21-6-2-3-8-23(21)30(24)20-9-15-32-16-10-20/h2-8,20,28H,9-17H2,1H3",CC1=C(C=CC=C1F)CC2=C(C3=CC=CC=C3N2C4CCOCC4)C(=O)N5CCNCC5,b1i4g,BMCL2010,6.1238
44159020.0,"InChI=1S/C25H24N4O/c30-25(28-15-13-26-14-16-28)24-21-11-12-27-18-23(21)29(20-9-5-2-6-10-20)22(24)17-19-7-3-1-4-8-19/h1-12,18,26H,13-17H2",C1CN(CCN1)C(=O)C2=C(N(C3=C2C=CN=C3)C4=CC=CC=C4)CC5=CC=CC=C5,b2a6e,BMCL2011A,6.1186
52946944.0,"InChI=1S/C29H31N3O4/c1-34-19-8-20-35-24-12-7-9-22(21-24)32-26-14-6-5-13-25(26)27(28(33)31-17-15-30-16-18-31)29(32)36-23-10-3-2-4-11-23/h2-7,9-14,21,30H,8,15-20H2,1H3",COCCCOC1=CC=CC(=C1)N2C3=CC=CC=C3C(=C2OC4=CC=CC=C4)C(=O)N5CCNCC5,b1i4d,BMCL2010,6.1175
52942136.0,"InChI=1S/C26H25N3O2/c1-19-8-7-11-21(18-19)31-26-24(25(30)28-16-14-27-15-17-28)22-12-5-6-13-23(22)29(26)20-9-3-2-4-10-20/h2-13,18,27H,14-17H2,1H3",CC1=CC(=CC=C1)OC2=C(C3=CC=CC=C3N2C4=CC=CC=C4)C(=O)N5CCNCC5,b1i2g,BMCL2010,6.1118
56661826.0,"InChI=1S/C25H24N4O2/c1-18-7-5-6-10-22(18)31-25-23(24(30)28-15-13-26-14-16-28)20-17-27-12-11-21(20)29(25)19-8-3-2-4-9-19/h2-12,17,26H,13-16H2,1H3",CC1=CC=CC=C1OC2=C(C3=C(N2C4=CC=CC=C4)C=CN=C3)C(=O)N5CCNCC5,b3a5a,BMCL2011B,6.0721
56664903.0,"InChI=1S/C27H27FN4O2/c1-18-19(7-6-10-22(18)28)15-23-26(27(33)31-13-11-29-12-14-31)21-16-25(34-2)30-17-24(21)32(23)20-8-4-3-5-9-20/h3-10,16-17,29H,11-15H2,1-2H3",CC1=C(C=CC=C1F)CC2=C(C3=CC(=NC=C3N2C4=CC=CC=C4)OC)C(=O)N5CCNCC5,b2a7a,BMCL2011A,6.0706
44158682.0,"InChI=1S/C25H24N4O/c30-25(28-16-14-26-15-17-28)23-22(18-19-8-3-1-4-9-19)29(20-10-5-2-6-11-20)21-12-7-13-27-24(21)23/h1-13,26H,14-18H2",C1CN(CCN1)C(=O)C2=C(N(C3=C2N=CC=C3)C4=CC=CC=C4)CC5=CC=CC=C5,b2a3o,BMCL2011A,6.0273
56661689.0,"InChI=1S/C26H26N4O/c1-19(20-9-4-2-5-10-20)25-23(26(31)29-17-15-27-16-18-29)24-22(13-8-14-28-24)30(25)21-11-6-3-7-12-21/h2-14,19,27H,15-18H2,1H3",CC(C1=CC=CC=C1)C2=C(C3=C(N2C4=CC=CC=C4)C=CC=N3)C(=O)N5CCNCC5,b2a3p,BMCL2011A,6.0000
76390520.0,"InChI=1S/C29H32N4O2/c1-4-10-22-19-32(18-17-30-22)28(34)25-26-24(15-9-16-31-26)33(23-13-6-5-7-14-23)29(25)35-27-20(2)11-8-12-21(27)3/h5-9,11-16,22,30H,4,10,17-19H2,1-3H3",CCCC1CN(CCN1)C(=O)C2=C(N(C3=C2N=CC=C3)C4=CC=CC=C4)OC5=C(C=CC=C5C)C,b2a4i,BMCL2011A,5.9281
56682222.0,"InChI=1S/C27H27FN4O2/c1-3-19-11-12-30-25-23(19)24(26(33)31-15-13-29-14-16-31)27(32(25)21-7-5-4-6-8-21)34-22-17-20(28)10-9-18(22)2/h4-12,17,29H,3,13-16H2,1-2H3",CCC1=C2C(=C(N(C2=NC=C1)C3=CC=CC=C3)OC4=C(C=CC(=C4)F)C)C(=O)N5CCNCC5,b3a4f,BMCL2011B,5.9101
52944053.0,"InChI=1S/C27H26FN3O3/c1-18-8-9-19(28)16-24(18)34-27-25(26(32)30-14-12-29-13-15-30)22-17-21(33-2)10-11-23(22)31(27)20-6-4-3-5-7-20/h3-11,16-17,29H,12-15H2,1-2H3",CC1=C(C=C(C=C1)F)OC2=C(C3=C(N2C4=CC=CC=C4)C=CC(=C3)OC)C(=O)N5CCNCC5,b1i5b,BMCL2010,5.8697
56665116.0,"InChI=1S/C25H22F2N4O/c26-19-9-4-6-17(23(19)27)16-21-22(25(32)30-14-12-28-13-15-30)24-20(10-5-11-29-24)31(21)18-7-2-1-3-8-18/h1-11,28H,12-16H2",C1CN(CCN1)C(=O)C2=C(N(C3=C2N=CC=C3)C4=CC=CC=C4)CC5=C(C(=CC=C5)F)F,b2a3r,BMCL2011A,5.8356
52942013.0,"InChI=1S/C26H25N3O3/c30-18-19-17-28(16-15-27-19)25(31)24-22-13-7-8-14-23(22)29(20-9-3-1-4-10-20)26(24)32-21-11-5-2-6-12-21/h1-14,19,27,30H,15-18H2",C1CN(CC(N1)CO)C(=O)C2=C(N(C3=CC=CC=C32)C4=CC=CC=C4)OC5=CC=CC=C5,b1i3d,BMCL2010,5.7959
44158796.0,"InChI=1S/C26H25FN4O2/c1-17-18(6-5-9-20(17)27)16-22-24(26(33)30-14-12-28-13-15-30)25-21(10-11-23(32)29-25)31(22)19-7-3-2-4-8-19/h2-11,28H,12-16H2,1H3,(H,29,32)",CC1=C(C=CC=C1F)CC2=C(C3=C(N2C4=CC=CC=C4)C=CC(=O)N3)C(=O)N5CCNCC5,b2a5i,BMCL2011A,5.7959
56672193.0,"InChI=1S/C24H22N4O2/c29-23(27-16-14-25-15-17-27)21-20-12-7-13-26-22(20)28(18-8-3-1-4-9-18)24(21)30-19-10-5-2-6-11-19/h1-13,25H,14-17H2",C1CN(CCN1)C(=O)C2=C(N(C3=C2C=CC=N3)C4=CC=CC=C4)OC5=CC=CC=C5,b3a3a,BMCL2011B,5.7375
56678906.0,"InChI=1S/C28H29FN4O2/c1-3-7-20-12-13-31-26-24(20)25(27(34)32-16-14-30-15-17-32)28(33(26)22-8-5-4-6-9-22)35-23-18-21(29)11-10-19(23)2/h4-6,8-13,18,30H,3,7,14-17H2,1-2H3",CCCC1=C2C(=C(N(C2=NC=C1)C3=CC=CC=C3)OC4=C(C=CC(=C4)F)C)C(=O)N5CCNCC5,b3a4h,BMCL2011B,5.7328
76393444.0,"InChI=1S/C29H32N4O2/c1-19(2)23-18-32(17-16-30-23)28(34)25-26-24(14-9-15-31-26)33(22-12-6-5-7-13-22)29(25)35-27-20(3)10-8-11-21(27)4/h5-15,19,23,30H,16-18H2,1-4H3",CC1=C(C(=CC=C1)C)OC2=C(C3=C(N2C4=CC=CC=C4)C=CC=N3)C(=O)N5CCNC(C5)C(C)C,b2a4j,BMCL2011A,5.5670
44158432.0,"InChI=1S/C26H26N4O/c1-28(20-10-4-2-5-11-20)25-24(26(31)29-18-16-27-17-19-29)22-14-8-9-15-23(22)30(25)21-12-6-3-7-13-21/h2-15,27H,16-19H2,1H3",CN(C1=CC=CC=C1)C2=C(C3=CC=CC=C3N2C4=CC=CC=C4)C(=O)N5CCNCC5,b1i2b,BMCL2010,5.5003
76391249.0,"InChI=1S/C28H35FN4O3/c1-18-19(7-6-10-23(18)29)13-25-27(28(35)32-12-11-30-20(16-32)17-34)22-15-31-26(36-2)14-24(22)33(25)21-8-4-3-5-9-21/h6-7,10,14-15,20-21,30,34H,3-5,8-9,11-13,16-17H2,1-2H3",CC1=C(C=CC=C1F)CC2=C(C3=CN=C(C=C3N2C4CCCCC4)OC)C(=O)N5CCNC(C5)CO,b3a7f,BMCL2011B,5.4868
44158907.0,"InChI=1S/C25H24N4O/c30-25(28-15-13-26-14-16-28)24-21-18-27-12-11-22(21)29(20-9-5-2-6-10-20)23(24)17-19-7-3-1-4-8-19/h1-12,18,26H,13-17H2",C1CN(CCN1)C(=O)C2=C(N(C3=C2C=NC=C3)C4=CC=CC=C4)CC5=CC=CC=C5,b3a5e,BMCL2011B,5.4685
44158434.0,"InChI=1S/C26H25N3O2/c30-25(28-18-9-16-27-17-19-28)24-22-14-7-8-15-23(22)29(20-10-3-1-4-11-20)26(24)31-21-12-5-2-6-13-21/h1-8,10-15,27H,9,16-19H2",C1CNCCN(C1)C(=O)C2=C(N(C3=CC=CC=C32)C4=CC=CC=C4)OC5=CC=CC=C5,b1i3e,BMCL2010,5.4672
52942286.0,"InChI=1S/C24H28N4O/c29-24(27-17-13-25-14-18-27)22-20-11-5-6-12-21(20)28(19-9-3-1-4-10-19)23(22)26-15-7-2-8-16-26/h1,3-6,9-12,25H,2,7-8,13-18H2",C1CCN(CC1)C2=C(C3=CC=CC=C3N2C4=CC=CC=C4)C(=O)N5CCNCC5,b1i1,BMCL2010,5.4202
76394162.0,"InChI=1S/C29H37FN4O3/c1-19-20(8-7-11-24(19)30)14-26-28(29(35)33-13-12-31-21(17-33)18-36-2)23-16-32-27(37-3)15-25(23)34(26)22-9-5-4-6-10-22/h7-8,11,15-16,21-22,31H,4-6,9-10,12-14,17-18H2,1-3H3",CC1=C(C=CC=C1F)CC2=C(C3=CN=C(C=C3N2C4CCCCC4)OC)C(=O)N5CCNC(C5)COC,b3a7e,BMCL2011B,5.3883
52943274.0,"InChI=1S/C32H29N3O2/c36-31(34-21-20-33-23-26(34)22-24-12-4-1-5-13-24)30-28-18-10-11-19-29(28)35(25-14-6-2-7-15-25)32(30)37-27-16-8-3-9-17-27/h1-19,26,33H,20-23H2",C1CN(C(CN1)CC2=CC=CC=C2)C(=O)C3=C(N(C4=CC=CC=C43)C5=CC=CC=C5)OC6=CC=CC=C6,b1i3c,BMCL2010,5.3468
56661825.0,"InChI=1S/C27H27FN4O2/c1-18-19(7-6-10-23(18)28)15-24-25(27(33)31-13-11-29-12-14-31)22-16-21(34-2)17-30-26(22)32(24)20-8-4-3-5-9-20/h3-10,16-17,29H,11-15H2,1-2H3",CC1=C(C=CC=C1F)CC2=C(C3=C(N2C4=CC=CC=C4)N=CC(=C3)OC)C(=O)N5CCNCC5,b3a4c,BMCL2011B,5.3307
52946933.0,"InChI=1S/C24H22N4O2/c29-23(27-16-14-25-15-17-27)22-19-10-4-5-11-20(19)28(21-12-6-7-13-26-21)24(22)30-18-8-2-1-3-9-18/h1-13,25H,14-17H2",C1CN(CCN1)C(=O)C2=C(N(C3=CC=CC=C32)C4=CC=CC=N4)OC5=CC=CC=C5,b1i4a,BMCL2010,5.3036
56658190.0,"InChI=1S/C25H23FN4O3/c1-16-7-8-17(26)15-20(16)33-25-22(24(32)29-13-11-27-12-14-29)23-19(9-10-21(31)28-23)30(25)18-5-3-2-4-6-18/h2-10,15,27H,11-14H2,1H3,(H,28,31)",CC1=C(C=C(C=C1)F)OC2=C(C3=C(N2C4=CC=CC=C4)C=CC(=O)N3)C(=O)N5CCNCC5,b2a5b,BMCL2011A,5.3010
56661821.0,"InChI=1S/C24H21FN4O2/c25-19-10-4-5-11-20(19)31-24-21(23(30)28-15-13-26-14-16-28)18-9-6-12-27-22(18)29(24)17-7-2-1-3-8-17/h1-12,26H,13-16H2",C1CN(CCN1)C(=O)C2=C(N(C3=C2C=CC=N3)C4=CC=CC=C4)OC5=CC=CC=C5F,b3a3c,BMCL2011B,5.2958
56661824.0,"InChI=1S/C25H24N4O/c30-25(28-16-14-26-15-17-28)23-21-12-7-13-27-24(21)29(20-10-5-2-6-11-20)22(23)18-19-8-3-1-4-9-19/h1-13,26H,14-18H2",C1CN(CCN1)C(=O)C2=C(N(C3=C2C=CC=N3)C4=CC=CC=C4)CC5=CC=CC=C5,b3a3h,BMCL2011B,5.1931
